,timestamp,product_id,estimated_stock_pct,quantity,temperature,category,unit_price,timestamp_day,timestamp_day_of_week,timestamp_hour
0,2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,0.89,3.0,-0.028849840255591022,kitchen,11.19,1,1,9
1,2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.14,3.0,-0.028849840255591022,vegetables,1.49,1,1,9
2,2022-03-01 09:00:00,01ff0803-ae73-4234-971d-5713c97b7f4b,0.67,0.0,-0.028849840255591022,baby products,14.19,1,1,9
3,2022-03-01 09:00:00,0363eb21-8c74-47e1-a216-c37e565e5ceb,0.82,0.0,-0.028849840255591022,beverages,20.19,1,1,9
4,2022-03-01 09:00:00,03f0b20e-3b5b-444f-bc39-cdfa2523d4bc,0.05,0.0,-0.028849840255591022,pets,8.19,1,1,9
5,2022-03-01 09:00:00,0998699f-2fec-454e-b8b0-4f701947fef6,0.1,0.0,-0.028849840255591022,beverages,15.99,1,1,9
6,2022-03-01 09:00:00,0cb046e3-a86b-47ae-9751-3b0f9c596f99,0.83,0.0,-0.028849840255591022,pets,11.19,1,1,9
7,2022-03-01 09:00:00,0cc2986e-934c-447e-8f7b-a57b2ceb8693,0.67,0.0,-0.028849840255591022,meat,16.19,1,1,9
8,2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.35,3.0,-0.028849840255591022,fruit,3.99,1,1,9
9,2022-03-01 09:00:00,0ec3890d-f4be-48a4-9358-291b3da7f578,0.9199999999999999,0.0,-0.028849840255591022,spices and herbs,4.99,1,1,9
10,2022-03-01 09:00:00,0f80f0b5-2488-46e1-a8b7-8bb24be25a40,0.35,0.0,-0.028849840255591022,frozen,13.19,1,1,9
11,2022-03-01 09:00:00,100ab1ec-39f5-41bd-984f-485039575827,0.17333333333333334,0.0,-0.028849840255591022,medicine,19.99,1,1,9
12,2022-03-01 09:00:00,107cb949-f28d-4a4d-969b-05d17f0f53a8,0.335,0.0,-0.028849840255591022,medicine,20.49,1,1,9
13,2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,0.48,1.0,-0.028849840255591022,baking,8.19,1,1,9
14,2022-03-01 09:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.67,6.0,-0.028849840255591022,fruit,1.49,1,1,9
15,2022-03-01 09:00:00,1648aa68-761e-439c-88d0-9e4163103fef,0.92,0.0,-0.028849840255591022,personal care,16.99,1,1,9
16,2022-03-01 09:00:00,1862b01f-6852-447c-9c36-5e50f1def7ab,0.345,0.0,-0.028849840255591022,pets,8.49,1,1,9
17,2022-03-01 09:00:00,19ab62ef-c7aa-4035-a0fc-7c7d64721cda,0.76,0.0,-0.028849840255591022,kitchen,18.19,1,1,9
18,2022-03-01 09:00:00,1af1cbf1-e439-4cb4-937f-be983d8ffd29,0.735,0.0,-0.028849840255591022,cleaning products,16.49,1,1,9
19,2022-03-01 09:00:00,1c459fbc-e9b9-43a3-91ef-e4f2d733ea4b,0.17,0.0,-0.028849840255591022,beverages,16.19,1,1,9
20,2022-03-01 09:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,0.88,3.0,-0.028849840255591022,dairy,8.19,1,1,9
21,2022-03-01 09:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.5,3.0,-0.028849840255591022,kitchen,18.49,1,1,9
22,2022-03-01 09:00:00,212740e6-e5ff-4aeb-9924-bccc96ba0ab1,0.71,0.0,-0.028849840255591022,spices and herbs,3.49,1,1,9
23,2022-03-01 09:00:00,21a3dbd8-8da7-4c22-ac53-08945fcb7cc6,0.84,0.0,-0.028849840255591022,baking,8.19,1,1,9
24,2022-03-01 09:00:00,21f8aa00-bc6e-4c9d-8acf-2d3bb740f30b,0.64,0.0,-0.028849840255591022,condiments and sauces,3.19,1,1,9
25,2022-03-01 09:00:00,251f34cc-0a9b-4b24-b20c-fc19439e250b,0.65,0.0,-0.028849840255591022,refrigerated items,3.49,1,1,9
26,2022-03-01 09:00:00,26583d39-21dd-4404-9f95-ceda18a26be4,0.44,0.0,-0.028849840255591022,baking,7.99,1,1,9
27,2022-03-01 09:00:00,28fa4260-811e-46d7-9af7-1bb96bd694b5,0.76,0.0,-0.028849840255591022,frozen,4.99,1,1,9
28,2022-03-01 09:00:00,29110d35-9473-4ae4-b971-0fb62825aa9a,0.36333333333333334,2.0,-0.028849840255591022,packaged foods,6.19,1,1,9
29,2022-03-01 09:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,0.65,2.0,-0.028849840255591022,baked goods,5.49,1,1,9
30,2022-03-01 09:00:00,2d2a0893-437e-4e57-94cf-d60deef4fcb5,0.28,0.0,-0.028849840255591022,personal care,5.49,1,1,9
31,2022-03-01 09:00:00,3061055c-3ff5-4208-8041-5ae0edb3d94d,0.74,0.0,-0.028849840255591022,meat,16.19,1,1,9
32,2022-03-01 09:00:00,323dac6f-7870-4360-99a7-3ee01f9aa0e9,0.22,0.0,-0.028849840255591022,snacks,1.99,1,1,9
33,2022-03-01 09:00:00,34b5e479-bbf6-46ce-9af8-5425f4bca83e,0.77,0.0,-0.028849840255591022,cleaning products,17.19,1,1,9
34,2022-03-01 09:00:00,35cebec1-30a4-4ec9-859a-019375890da7,0.88,0.0,-0.028849840255591022,condiments and sauces,5.19,1,1,9
35,2022-03-01 09:00:00,35d6f292-4da6-4fde-8d88-f32159ceeeef,0.5,2.0,-0.028849840255591022,refrigerated items,6.19,1,1,9
36,2022-03-01 09:00:00,364035ab-945a-4c34-9734-5167b787ae5c,0.45,0.0,-0.028849840255591022,cleaning products,8.99,1,1,9
37,2022-03-01 09:00:00,39a238d9-af77-43ec-8f80-18a790972eb0,0.635,4.0,-0.028849840255591022,baked goods,7.49,1,1,9
38,2022-03-01 09:00:00,39d8c44f-8da7-41f6-89dd-6f928ecd0a2c,0.63,1.0,-0.028849840255591022,kitchen,15.49,1,1,9
39,2022-03-01 09:00:00,3bae2d8d-a9b7-46cf-ad0a-cf268768d934,0.335,0.0,-0.028849840255591022,baking,3.99,1,1,9
40,2022-03-01 09:00:00,3bc41fec-bf85-4354-b832-d56751d2f283,1.0,6.0,-0.028849840255591022,meat,11.99,1,1,9
41,2022-03-01 09:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,0.09,3.0,-0.028849840255591022,refrigerated items,6.49,1,1,9
42,2022-03-01 09:00:00,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,0.64,3.0,-0.028849840255591022,personal care,3.49,1,1,9
43,2022-03-01 09:00:00,3e417ee2-f68c-4042-9f0e-b89ff3f14f62,0.24,0.0,-0.028849840255591022,packaged foods,7.19,1,1,9
44,2022-03-01 09:00:00,3fbf5c52-e83a-4476-8475-07ce81e1bdb8,0.73,0.0,-0.028849840255591022,snacks,3.99,1,1,9
45,2022-03-01 09:00:00,42d00f15-6ec0-48d8-9e0c-f1324dc1a4da,0.47,0.0,-0.028849840255591022,frozen,5.49,1,1,9
46,2022-03-01 09:00:00,440eb479-cf6a-4c55-ba8b-4475bc66dd06,0.195,0.0,-0.028849840255591022,baked goods,8.49,1,1,9
47,2022-03-01 09:00:00,459e1043-9c56-4c44-8aab-0f384fed51af,0.8,0.0,-0.028849840255591022,baked goods,6.49,1,1,9
48,2022-03-01 09:00:00,46867178-bebf-45ef-a894-5fd012d4cd4d,0.38,0.0,-0.028849840255591022,dairy,9.49,1,1,9
49,2022-03-01 09:00:00,486059c8-a06f-4c4d-9938-5e8cca00cbb7,0.12,0.0,-0.028849840255591022,cheese,11.19,1,1,9
50,2022-03-01 09:00:00,4a5b62f3-755f-4b82-9eaa-2e124d02d203,0.83,0.0,-0.028849840255591022,refrigerated items,10.99,1,1,9
51,2022-03-01 09:00:00,4c105f9d-bb57-44e9-9c0a-410922e9214e,0.42,0.0,-0.028849840255591022,beverages,10.49,1,1,9
52,2022-03-01 09:00:00,4e5ee8d4-6c3e-4dc3-b5eb-99d72d1348f0,0.71,0.0,-0.028849840255591022,personal care,9.99,1,1,9
53,2022-03-01 09:00:00,508c8cb7-6447-4c2f-8843-84aeac9b0aad,0.1,0.0,-0.028849840255591022,baked goods,4.19,1,1,9
54,2022-03-01 09:00:00,5ae51598-9593-4127-8b33-0fd8e108c8b1,0.17,0.0,-0.028849840255591022,personal care,8.49,1,1,9
55,2022-03-01 09:00:00,5da0c0fa-c01e-47a6-85b6-2bfb994fb96a,0.45,0.0,-0.028849840255591022,baked goods,10.19,1,1,9
56,2022-03-01 09:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,0.04,1.0,-0.028849840255591022,refrigerated items,8.99,1,1,9
57,2022-03-01 09:00:00,64acbd3c-a762-471e-a155-81add019ba3b,0.5366666666666667,0.0,-0.028849840255591022,spices and herbs,3.99,1,1,9
58,2022-03-01 09:00:00,67f98cd6-6042-45e7-9eba-5b996e105df1,0.5,0.0,-0.028849840255591022,baking,6.99,1,1,9
59,2022-03-01 09:00:00,6880b9bc-31e4-470f-80d6-6a9088e1195a,0.19,3.0,-0.028849840255591022,refrigerated items,8.19,1,1,9
60,2022-03-01 09:00:00,68edf843-f13c-4ac8-bcf7-b3062266dbbb,0.23,3.0,-0.028849840255591022,vegetables,0.49,1,1,9
61,2022-03-01 09:00:00,69889c09-6d1a-4110-bb8b-a4670ab88ca6,0.17,0.0,-0.028849840255591022,frozen,7.49,1,1,9
62,2022-03-01 09:00:00,69dd6cf3-06a7-4485-ac73-500e515039bf,0.54,0.0,-0.028849840255591022,frozen,7.19,1,1,9
63,2022-03-01 09:00:00,6d3ccf80-5d87-42e8-94f9-2f4ec824e453,0.5800000000000001,2.0,-0.028849840255591022,beverages,16.19,1,1,9
64,2022-03-01 09:00:00,6dfb35a8-9193-4d88-9ba0-a19406a95241,0.44,0.0,-0.028849840255591022,frozen,9.49,1,1,9
65,2022-03-01 09:00:00,6e8ccbee-64de-4ef7-b63b-ff72818cb29b,0.5499999999999999,2.0,-0.028849840255591022,baby products,12.49,1,1,9
66,2022-03-01 09:00:00,6fdec15b-fd57-4920-a84f-211532cbe46a,0.48000000000000004,4.0,-0.028849840255591022,dairy,7.19,1,1,9
67,2022-03-01 09:00:00,70e2e525-5f68-4e6e-bbdb-2cd3a684888a,0.97,0.0,-0.028849840255591022,baked goods,4.99,1,1,9
68,2022-03-01 09:00:00,731d3051-6ab4-45a2-a5fd-b3b045ebb480,0.5675,4.0,-0.028849840255591022,pets,14.19,1,1,9
69,2022-03-01 09:00:00,7375c0b7-cc84-4cda-aec5-a902fcde85ad,0.05,0.0,-0.028849840255591022,spices and herbs,5.49,1,1,9
70,2022-03-01 09:00:00,75d576b8-dab5-4663-9523-ec5f07819535,0.66,0.0,-0.028849840255591022,personal care,6.99,1,1,9
71,2022-03-01 09:00:00,7629c8b7-16a3-458e-a327-0ccc346f70cf,0.595,0.0,-0.028849840255591022,cheese,4.99,1,1,9
72,2022-03-01 09:00:00,7728f4a2-89f6-4611-97b5-233187c53c3c,0.86,0.0,-0.028849840255591022,snacks,1.19,1,1,9
73,2022-03-01 09:00:00,7b3efcb0-d2c6-4155-997f-758d80922ae6,0.6066666666666667,2.0,-0.028849840255591022,baby products,7.19,1,1,9
74,2022-03-01 09:00:00,7c55cbd4-f306-4c04-a030-628cbe7867c1,0.62,6.0,-0.028849840255591022,fruit,0.19,1,1,9
75,2022-03-01 09:00:00,7d153c63-1dcf-4fc1-a9cb-b1287988b9b4,0.76,0.0,-0.028849840255591022,refrigerated items,7.19,1,1,9
76,2022-03-01 09:00:00,7f478817-aa5b-44e9-9059-8045228c9eb0,0.47,0.0,-0.028849840255591022,meat,11.49,1,1,9
77,2022-03-01 09:00:00,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,0.605,1.0,-0.028849840255591022,fruit,4.49,1,1,9
78,2022-03-01 09:00:00,7f6922e9-b858-41c6-8765-9750bc5e8a86,0.3233333333333333,0.0,-0.028849840255591022,refrigerated items,5.99,1,1,9
79,2022-03-01 09:00:00,80210c7b-dba0-4f1c-8b6e-79686fdbe410,0.51,0.0,-0.028849840255591022,condiments and sauces,4.49,1,1,9
80,2022-03-01 09:00:00,81e2fcc6-1e50-4eff-975f-751f18e76444,0.43,0.0,-0.028849840255591022,spices and herbs,0.19,1,1,9
81,2022-03-01 09:00:00,84963528-84f2-4aac-a575-b7da573cf04f,0.42,0.0,-0.028849840255591022,medicine,12.99,1,1,9
82,2022-03-01 09:00:00,8653ceaf-6e7f-498c-b8ca-5a6bb6a15dae,0.37,0.0,-0.028849840255591022,spices and herbs,2.49,1,1,9
83,2022-03-01 09:00:00,8720a88c-fc1f-449d-bfec-54e3d45cbd64,0.78,2.0,-0.028849840255591022,condiments and sauces,8.19,1,1,9
84,2022-03-01 09:00:00,87553cf4-8b08-4dd0-a0ce-abac3a515af8,0.37666666666666665,0.0,-0.028849840255591022,personal care,14.49,1,1,9
85,2022-03-01 09:00:00,8850dc95-5d7f-4f18-ba68-78ec90755ed1,0.22,0.0,-0.028849840255591022,medicine,10.19,1,1,9
86,2022-03-01 09:00:00,891e242e-4e58-469f-8de1-a60ffa8eb286,0.75,0.0,-0.028849840255591022,spices and herbs,2.19,1,1,9
87,2022-03-01 09:00:00,89b0e893-4ad9-4c23-af8d-668def0f3b62,0.19,0.0,-0.028849840255591022,baby products,12.99,1,1,9
88,2022-03-01 09:00:00,8c97f032-93d3-4ce4-b294-58b50fc36377,0.92,0.0,-0.028849840255591022,personal care,4.49,1,1,9
89,2022-03-01 09:00:00,8d4e9112-8a1c-4263-b493-9731d04facd6,0.15,0.0,-0.028849840255591022,kitchen,10.19,1,1,9
90,2022-03-01 09:00:00,8decbbe6-c2f7-49b5-bfce-f7b485c26e28,0.41,0.0,-0.028849840255591022,beverages,15.19,1,1,9
91,2022-03-01 09:00:00,8e02e673-5ef3-4d92-80b1-59d73e2a29f6,0.52,0.0,-0.028849840255591022,dairy,6.49,1,1,9
92,2022-03-01 09:00:00,8eb4b799-e606-4ef6-bccf-d7c6e0581087,0.47,0.0,-0.028849840255591022,beverages,19.99,1,1,9
93,2022-03-01 09:00:00,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,0.99,4.0,-0.028849840255591022,vegetables,1.49,1,1,9
94,2022-03-01 09:00:00,951aba8f-b7fc-4fba-b188-b9978cb96304,0.86,0.0,-0.028849840255591022,cheese,5.49,1,1,9
95,2022-03-01 09:00:00,95a6c33e-121a-41b4-be1f-0299d535f748,0.56,0.0,-0.028849840255591022,packaged foods,8.49,1,1,9
96,2022-03-01 09:00:00,9708cf5b-aa69-4320-a013-9d234c40e63f,0.52,0.0,-0.028849840255591022,cheese,13.99,1,1,9
97,2022-03-01 09:00:00,981aca3e-e259-473e-a097-b2ee74bdc96e,0.36,3.0,-0.028849840255591022,baking,2.19,1,1,9
98,2022-03-01 09:00:00,988673af-7711-4bc0-aa57-09e5d2346989,0.7849999999999999,0.0,-0.028849840255591022,refrigerated items,8.19,1,1,9
99,2022-03-01 09:00:00,99d5e147-5746-43d1-81e3-4a0faccc43bc,0.33,0.0,-0.028849840255591022,medicine,22.19,1,1,9
100,2022-03-01 09:00:00,9a506969-5baa-4057-b55f-760c37506479,0.81,0.0,-0.028849840255591022,medicine,23.99,1,1,9
101,2022-03-01 09:00:00,9e893e11-1646-4875-bc51-de14ed52b5ac,0.8,3.0,-0.028849840255591022,frozen,11.99,1,1,9
102,2022-03-01 09:00:00,9ed419c7-391a-4b1a-87d9-b311ebe93c75,0.54,0.0,-0.028849840255591022,cheese,9.99,1,1,9
103,2022-03-01 09:00:00,9edd33d5-6d29-4094-ba4d-14ab68e85807,0.65,0.0,-0.028849840255591022,baby products,9.99,1,1,9
104,2022-03-01 09:00:00,a1958c40-eafa-47e8-8973-f561d284c97a,0.68,2.0,-0.028849840255591022,beverages,13.19,1,1,9
105,2022-03-01 09:00:00,a4734239-0946-4508-8674-c758f829728d,0.5,0.0,-0.028849840255591022,dairy,7.19,1,1,9
106,2022-03-01 09:00:00,a614b853-9138-41fa-a268-e5753a63757d,0.85,0.0,-0.028849840255591022,baked goods,9.99,1,1,9
107,2022-03-01 09:00:00,a815517b-888d-4bc7-ab2e-07af3364ba57,0.345,0.0,-0.028849840255591022,snacks,2.99,1,1,9
108,2022-03-01 09:00:00,a9325c1a-2715-41df-b7f4-3078fa5ecd97,0.05,0.0,-0.028849840255591022,cleaning products,14.19,1,1,9
109,2022-03-01 09:00:00,aa8a13dc-c4bf-4743-89fc-7cc6ebb02215,0.175,0.0,-0.028849840255591022,packaged foods,3.49,1,1,9
110,2022-03-01 09:00:00,abc7ecb4-9cbf-4276-8d2d-7bdac2ae5e9f,0.12,3.0,-0.028849840255591022,vegetables,4.99,1,1,9
111,2022-03-01 09:00:00,acaefd9d-c58a-4c70-89cb-5dbebfaf6495,0.74,0.0,-0.028849840255591022,personal care,7.49,1,1,9
112,2022-03-01 09:00:00,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,0.01,4.0,-0.028849840255591022,fruit,3.99,1,1,9
113,2022-03-01 09:00:00,add047b6-5946-49ff-8d86-17c0a7bfb763,0.63,3.0,-0.028849840255591022,cheese,6.49,1,1,9
114,2022-03-01 09:00:00,adfbf330-cb1a-4c42-933d-f8fbee4696ad,0.11,6.0,-0.028849840255591022,canned foods,7.49,1,1,9
115,2022-03-01 09:00:00,ae7c026a-2854-4342-8e0b-b1186cedbbe3,0.32,0.0,-0.028849840255591022,canned foods,8.99,1,1,9
116,2022-03-01 09:00:00,b2dfc42b-cf7f-458d-a2d4-9640e19b5c73,0.41500000000000004,1.0,-0.028849840255591022,canned foods,8.19,1,1,9
117,2022-03-01 09:00:00,b477c905-da78-4ed8-b047-0f64f9f386b6,0.69,4.0,-0.028849840255591022,refrigerated items,8.99,1,1,9
118,2022-03-01 09:00:00,b69f63c7-8346-422f-b559-e1b00a53317d,0.59,0.0,-0.028849840255591022,pets,8.99,1,1,9
119,2022-03-01 09:00:00,b909a6e6-c0aa-44a3-83fb-86917d787d83,0.28500000000000003,0.0,-0.028849840255591022,spices and herbs,0.49,1,1,9
120,2022-03-01 09:00:00,b9c11cb8-14ab-4d09-96ce-5ecf041999d3,0.18,2.0,-0.028849840255591022,baby products,15.99,1,1,9
121,2022-03-01 09:00:00,bfb96a0d-e52e-4a88-8aba-ecb79e39441d,0.32,10.0,-0.028849840255591022,vegetables,1.99,1,1,9
122,2022-03-01 09:00:00,c1ababe7-3f53-457b-8456-9effd86f18f1,0.91,4.0,-0.028849840255591022,dairy,8.19,1,1,9
123,2022-03-01 09:00:00,c4355226-5f80-40ab-b3aa-de4344834a5d,0.95,0.0,-0.028849840255591022,canned foods,2.49,1,1,9
124,2022-03-01 09:00:00,c52f96fa-ab77-4192-871d-475170299955,0.33,0.0,-0.028849840255591022,snacks,1.19,1,1,9
125,2022-03-01 09:00:00,c62461d4-0add-4b63-bd67-5b9713078bfe,0.3866666666666667,0.0,-0.028849840255591022,packaged foods,5.49,1,1,9
